cluster,count,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence
0,34302,0.44948357502186465,0.573673925718617,0.5216118981108974,0.15662953131624976,-10.854447787301032,0.08853440615707539,131.0287290828523,0.5510391323829514
1,36472,0.4916630577464905,0.5615713177231849,0.4899057950537399,0.14581941041538712,-11.174895673393287,0.09904071616582584,95.38940644878262,0.5310756498135556
2,15695,0.44283845299840713,0.44257489009238615,0.5395505048104492,0.1326428017820962,-10.438465371137305,0.12310175215036635,178.46890997132843,0.5657040484230647
3,36672,0.4957223966680301,0.6015720986038394,0.4941614399541885,0.15781571464741492,-11.224760089441537,0.0852923947425829,113.76571157831587,0.5726907392561082
4,18575,0.37078488143849264,0.5179850767160161,0.5904429141318976,0.12461348337012113,-9.599216904441453,0.08992983041722745,150.4879404576043,0.5673474250336473
5,28937,0.7022310438252065,0.4464778795313958,0.3111350783875315,0.2635280838469779,-14.630931713722916,0.11789798182258009,76.05459256315444,0.39793135688219233
